Word Tag
most O
relevant O
are O
Claimant O
, O
Sears O
and O
Robert O
Harris O
, O
the O
night O
watchman O
at O
the O
Medinah O
Building. O
The O
interview O
with O
Harris O
indicates O
that O
Claimant O
voluntarily O
left O
the O
Medinah O
Building O
with O
a O
hammer O
in O
his O
hand O
to O
face O
Cross O
and O
Finney. O
The O
Harris O
interview O
does O
not O
directly O
dispute O
any O
other O
portion O
of O
Claimant\u2019s O
testimony O
. O
The O
police O
report O
, O
except O
for O
the O
interviews O
with O
Cross O
and O
Finney O
, O
does O
not O
tend O
to O
prove O
that O
Claimant O
initiated O
or O
provoked O
the O
altercation. O
Claimant\u2019s O
exhibit O
numbers O
4 O
and O
5 O
are O
certified O
statements O
of O
convictions O
of O
Cross O
and O
Finney O
, O
respectively O
, O
for O
the O
offense O
of O
battery O
arising O
out O
of O
the O
incident O
. O
Based O
upon O
the O
testimony O
of O
Claimant O
and O
his O
companion O
, O
and O
the O
proof O
of O
convictions O
of O
Cross O
and O
Finney O
, O
this O
Court O
finds O
that O
Claimant O
did O
not O
initiate O
the O
altercation O
and O
therefore O
did O
not O
directly O
contribute O
to O
his O
injury O
. O
The O
issue O
of O
reimbursement O
for O
certain O
expenses O
must O
now O
be O
considered. O
Claimant\u2019s O
exhibit O
number O
11 O
, O
purporting O
to O
be O
Claimant\u2019s O
complete O
financial O
account O
from O
Northwestern O
Memorial O
Hospital O
, O
was O
presented. O
A O
*595review O
of O
the O
exhibit O
shows O
that O
Claimant\u2019s O
hospital O
bill O
for O
the O
period O
of O
September O
30 O
through O
October O
16 O
, O
1987 O
, O
totaled O
$37 O
, O
161.40 O
, O
of O
which O
$91.40 O
was O
indicated O
as O
the O
sum O
due O
from O
Claimant O
, O
the O
balance O
being O
indicated O
as O
due O
from O
insurance O
benefits O
. O
Claimant\u2019s O
group O
exhibit O
number O
7 O
relates O
to O
the O
medical O
expenses O
incurred O
by O
Claimant. O
The O
first O
page O
is O
a O
summary O
of O
medical O
expenses O
totaling O
$2 O
, O
557.88. O
Claimant O
contends O
that O
these O
expenses O
were O
paid O
out-of-pocket O
by O
him O
and O
he O
received O
no O
reimbursement. O
Photocopies O
of O
certain O
checks O
from O
Claimant O
, O
allegedly O
indicating O
tire O
payments O
, O
are O
included O
in O
the O
exhibit O
. O
In O
reference O
to O
the O
copies O
of O
checks O
the O
following O
is O
noted: O
(a) O
the O
sum O
of O
the O
copied O
checks O
is O
only O
$1 O
, O
404.25; O
(b) O
a O
check O
in O
the O
sum O
of O
$50 O
is O
made O
payable O
to O
CADCO O
, O
which O
is O
not O
listed O
in O
the O
summary O
of O
medical O
expenses O
(pg. O
1 O
of O
exhibit O
number O
9); O
(c) O
there O
are O
no O
copies O
of O
checks O
to O
Drs. O
Bell O
and O
Stromberg O
, O
and O
to O
Dr. O
Maier O
, O
although O
the O
doctors O
are O
listed O
on O
the O
summary; O
and O
(d) O
checks O
totaling O
$962.50 O
include O
the O
name O
\u201cSonnenberg\u201d O
in O
the O
memo O
portion O
of O
the O
check. O
The O
name O
\u201cSonnenberg\u201d O
also O
appears O
on O
Claimant\u2019s O
1987 O
and O
1988 O
individual O
income O
tax O
returns O
, O
whereby O
Claimant O
declares O
Donald O
Sonnenberg O
and O
Julene O
Sonnenberg O
, O
no O
relationship O
to O
Claimant O
, O
to O
be O
his O
dependents. O
All O
checks O
with O
the O
Sonnenberg O
notation O
in O
the O
memo O
portion O
were O
dated O
in O
1988 O
. O
The O
balance O
of O
the O
documents O
in O
Claimant\u2019s O
exhibit O
number O
7 O
, O
are O
statements O
for O
services O
including: O
(a) O
a O
Northwestern O
Medical O
Faculty O
Foundation O
, O
Inc. O
, O
statement O
indicating O
that O
on O
April O
26 O
, O
1988 O
, O
a O
$10 O
payment O
was O
received O
from O
Claimant O
, O
on O
July O
5 O
, O
1988 O
, O
another O
$10 O
payment O
was O
received O
, O
and O
on O
June O
6 O
, O
1989 O
, O
a O
$109 O
payment O
was O
made O
by O
Claimant; O
(b) O
a O
June O
7 O
, O
1990 O
, O
statement O
from O
Drs. O
Bell O
and O
Stromberg O
indicating O
$92 O
was O
due O
without O
*596any O
indication O
of O
sums O
paid O
by O
Claimant; O
(c) O
an O
illegible O
statement; O
(d) O
the O
following O
statements O
, O
all O
of O
which O
are O
not O
included O
in O
the O
$2 O
, O
557.88 O
sum O
in O
Claimants O
summary O
of O
medical O
expenses O
\u2014 O
(i) O
Consultants O
in O
Neurology O
, O
Ltd. O
, O
(ii) O
an O
April O
24 O
, O
1990 O
, O
statement O
from O
Northwestern O
Memorial O
Hospital O
, O
(iii) O
a O
June O
9 O
, O
1990 O
, O
statement O
from O
Addison O
Radiology O
ASSC O
, O
SC O
, O
and O
(iv) O
statements O
from O
Our O
Lady O
of O
the O
Resurrection O
medical O
facility O
, O
and O
(e) O
a O
statement O
from O
DeSilva O
Center O
. O
The O
inconsistencies O
between O
the O
summary O
of O
medical O
expenses O
and O
supporting O
documents O
is O
tremendous O
and O
troubling. O
It O
is O
not O
logical O
or O
reasonable O
that O
Claimant O
would O
pay O
a O
bill O
attributable O
to O
him O
by O
placing O
another O
persons O
name O
in O
the O
memo O
area O
of O
the O
check. O
Based O
upon O
inconsistencies O
and O
absence O
of O
documentation O
, O
and O
potentially O
misleading O
information O
, O
the O
Court O
could O
deny O
Claimants O
entire O
claim O
for O
reimbursement O
of O
$2 O
, O
557.88 O
in O
medical O
bills O
. O
In O
the O
interest O
of O
fairness O
, O
and O
due O
to O
the O
fact O
that O
the O
Attorney O
General O
has O
not O
filed O
any O
objections O
to O
the O
information O
, O
Claimant O
shall O
be O
reimbursed O
$560.75 O
for O
the O
following O
payments O
for O
medical O
services O
which O
are O
claimed O
on O
the O
summary O
and O
are O
supported O
by O
the O
documents O
in O
Claimants O
exhibit O
number O
7: O
Northwestern O
Medical O
Faculty O
Foundation O
, O
Inc. O
$179.00 O
Dr. O
DeBacher O
100.00 O
Dr. O
Brandstatter O
125.00 O
Dr. O
Bartruck O
55.00 O
Damon O
Clinical O
Labs O
48.75 O
Diagnostic O
Radiology O
Associates O
33.00 O
Nuclear O
Medical O
Associates O
10.00 O
Evanston O
North O
Shore O
Home O
Health O
10.00 O
Total O
Substantiated O
$560.75 O
*597Claimant O
seeks O
an O
award O
in O
excess O
of O
the O
maximum O
sum O
permitted O
by O
the O
Act O
for O
lost O
earnings. O
In O
support O
of O
his O
claim O
, O
he O
offered O
exhibit O
numbers O
8 O
through O
11. O
Claimant O
presents O
a O
theory O
of O
\u201cdifferential\u201d O
loss. O
Claimant O
maintains O
that O
his O
differential O
in O
income O
between O
his O
previous O
full-time O
salary O
and O
the O
gross O
benefits O
he O
now O
receives O
is O
approximately O
$20 O
, O
624.88 O
less O
per O
year. O
The O
total O
loss O
of O
wages O
claimed O
from O
the O
date O
of O
the O
injury O
to O
the O
hearing O
date O
is O
$46 O
, O
411.23 O
. O
Immediately O
prior O
to O
the O
injury O
on O
September O
29 O
, O
1987 O
, O
Claimants O
gross O
pay O
was O
$2 O
, O
730 O
per O
month O
and O
his O
net O
pay O
was O
$1 O
, O
860.04 O
per O
month O
as O
verified O
by O
his O
exhibits O
. O
Exhibit O
number O
8 O
indicates O
that O
Claimant O
would O
receive O
his O
ordinary O
disability O
benefit O
of O
$1 O
, O
009.51 O
per O
month O
from O
September O
29 O
, O
1988 O
, O
to O
January O
17 O
, O
1993. O
Accordingly O
, O
Claimant O
would O
receive O
approximately O
$39 O
, O
976.60 O
for O
that O
39.6-month O
time O
period. O
Claimants O
gross O
salary O
, O
based O
upon O
his O
pay O
of O
$2 O
, O
730 O
per O
month O
for O
the O
same O
39.6-month O
time O
period O
would O
have O
been O
$108 O
, O
381. O
Pursuant O
to O
Claimants O
differential O
loss O
theory O
, O
there O
is O
a O
difference O
of O
$68 O
, O
404.41 O
, O
between O
the O
salary O
he O
would O
have O
earned O
as O
a O
fireman O
and O
the O
disability O
benefits O
he O
received. O
This O
is O
in O
excess O
of O
the O
maximum O
that O
can O
be O
awarded O
pursuant O
to O
the O
Act. O
If O
the O
differential O
in O
earnings O
were O
all O
that O
would O
be O
required O
to O
demonstrate O
a O
loss O
of O
earnings O
claim O
under O
the O
Act O
, O
Claimant O
would O
be O
entitled O
to O
the O
maximum O
award O
of O
$25 O
, O
000 O
. O
Section O
2(h) O
of O
the O
Act O
defines O
compensable O
\u201c[Pjecuniary O
loss\u201d O
as O
, O
inter O
alia O
, O
loss O
of O
earnings O
and O
loss O
of O
future O
earnings O
because O
of O
disability O
resulting O
from O
injury. O
The O
same O
section O
specifies O
that O
an O
award O
for O
loss O
of O
earnings O
or O
future O
earnings O
is O
to O
be O
determined O
on O
the O
basis O
of O
the O
victims O
average O
net O
monthly O
earnings O
for O
the O
six O
months O
*598immediately O
preceding O
the O
date O
of O
injury O
or O
on O
$1 O
, O
000 O
per O
month O
, O
whichever O
is O
less. O
In O
this O
instance O
, O
Claimant O
demonstrated O
six O
months O
of O
earnings O
from O
his O
primary O
job O
as O
a O
fireman O
prior O
to O
the O
date O
of O
injury. O
The O
sum O
of O
$1 O
, O
000 O
per O
month O
is O
the O
lesser O
amount O
to O
be O
used O
to O
calculate O
earnings O
loss O
for O
Claimant O
. O
Claimant O
was O
injured O
on O
September O
29 O
, O
1987 O
, O
and O
was O
earning O
$2 O
, O
703.50 O
per O
month O
as O
an O
employee O
of O
the O
Chicago O
Fire O
Department. O
He O
was O
on O
personal O
disability O
leave O
from O
his O
job O
for O
a O
period O
of O
12 O
months O
following O
the O
incident O
and O
received O
his O
earnings O
in O
full O
from O
the O
fire O
department. O
Therefore O
, O
Claimant O
did O
not O
lose O
any O
earnings O
in O
the O
12 O
months O
following O
the O
injury O
, O
except O
for O
what O
he O
might O
have O
earned O
in O
his O
second O
job O
as O
a O
stagehand. O
His O
Federal O
tax O
returns O
indicate O
that O
he O
earned O
$787 O
in O
1987 O
and O
$2 O
, O
369 O
in O
1988 O
from O
his O
stagehand O
work. O
The O
only O
conclusion O
which O
can O
be O
drawn O
is O
that O
he O
had O
more O
earnings O
from O
his O
stagehand O
job O
in O
the O
calendar O
year O
after O
the O
incident. O
No O
tax O
return O
for O
1989 O
was O
provided. O
There O
is O
insufficient O
documentation O
of O
his O
earnings O
from O
his O
stagehand O
work O
to O
warrant O
an O
award O
of O
loss O
of O
earnings O
. O
Additionally O
, O
it O
is O
noted O
that O
the O
1988 O
Federal O
tax O
return O
shows O
he O
received O
a O
$15 O
, O
000 O
sum O
from O
a O
Nationwide O
Life O
Insurance O
policy O
. O
On O
November O
30 O
, O
1988 O
, O
14 O
months O
after O
the O
incident O
, O
the O
retirement O
board O
of O
Firemens O
Annuity O
and O
Benefit O
Fund O
of O
Chicago O
notified O
Claimant O
that O
he O
was O
granted O
ordinary O
disability O
benefits O
in O
the O
amount O
of O
$1 O
, O
119.51 O
a O
month O
beginning O
September O
28 O
, O
1988 O
, O
and O
that O
he O
was O
removed O
from O
the O
Chicago O
Fire O
Department O
payroll O
effective O
September O
29. O
The O
sum O
of O
$110 O
was O
to O
be O
deducted O
from O
his O
benefits O
for O
his O
health O
insurance O
premium O
. O
On O
November O
17 O
, O
1989 O
, O
Claimant O
was O
notified O
by O
the O
board O
that O
he O
was O
found O
unfit O
for O
duty O
and O
his O
benefits O
*599would O
be O
continued O
for O
another O
year. O
A O
July O
17 O
, O
1990 O
, O
letter O
from O
the O
board O
indicates O
that O
Claimant O
would O
receive O
a O
monthly O
grant O
of O
$1 O
, O
009.51 O
until O
January O
17 O
, O
1993 O
. O
Section O
2(h) O
of O
the O
Act O
specifies O
that O
the O
loss O
of O
future O
earnings O
shall O
be O
reduced O
by O
any O
income O
from O
substitute O
work O
actually O
performed O
by O
the O
victim O
or O
by O
income O
he O
would O
have O
earned O
in O
available O
appropriate O
substitute O
work O
he O
was O
capable O
of O
performing O
but O
unreasonably O
failed O
to O
undertake O
. O
Claimant O
testified O
that O
he O
has O
had O
some O
employment O
as O
a O
stagehand O
since O
the O
date O
of O
his O
injury. O
His O
grasp O
and O
strength O
of O
his O
left O
arm O
do O
not O
permit O
him O
to O
work O
as O
a O
stagehand O
like O
he O
did O
prior O
to O
the O
accident. O
There O
is O
no O
evidence O
of O
other O
efforts O
by O
Claimant O
in O
attempting O
to O
secure O
appropriate O
substitute O
work O
. O
Claimants O
disability O
benefit O
does O
give O
him O
less O
income O
than O
his O
pay O
from O
the O
fire O
department. O
But O
, O
the O
claimed O
loss O
of O
future O
earnings O
because O
of O
his O
disability O
needs O
to O
be O
reduced O
by O
income O
earned O
in O
available O
appropriate O
substitute O
work O
he O
was O
capable O
of O
performing O
but O
unreasonably O
failed O
to O
undertake. O
See O
section O
2(h) O
of O
the O
Act O
. O
Claimant O
testified O
that O
he O
did O
some O
stagehand O
work O
after O
his O
injury; O
therefore O
, O
it O
was O
demonstrated O
that O
he O
was O
capable O
of O
performing O
some O
substitute O
work. O
He O
did O
not O
demonstrate O
that O
he O
was O
unable O
to O
perform O
additional O
substitute O
work. O
The O
finding O
of O
disability O
by O
the O
retirement O
board O
was O
that O
he O
was O
unfit O
for O
duty O
as O
a O
fireman. O
There O
were O
no O
findings O
or O
proof O
offered O
that O
Claimant O
is O
completely O
and O
permanently O
disabled O
and O
incapable O
of O
performing O
any O
work. O
Claimant O
has O
failed O
to O
establish O
that O
he O
experienced O
a O
loss O
of O
earnings O
making O
him O
eligible O
for O
an O
award O
, O
after O
the O
board O
granted O
him O
ordinary O
disability O
benefits O
effective O
September O
29 O
, O
1988 O
. O
*600We O
find O
that O
Claimants O
petition O
for O
loss O
of O
earnings O
and O
future O
earnings O
is O
hereby O
denied. O
Claimant O
unreasonably O
failed O
to O
undertake O
substitute O
work O
he O
was O
capable O
of O
performing O
, O
or O
to O
demonstrate O
that O
he O
was O
incapable O
of O
performing O
any O
work. O
Claimant O
did O
not O
provide O
evidence O
relating O
to O
his O
income O
in O
1989; O
therefore O
, O
he O
has O
failed O
to O
demonstrate O
that O
any O
sum O
would O
be O
due O
him O
for O
1989 O
. O
It O
is O
hereby O
ordered O
that O
Claimant O
be O
awarded O
the O
sum O
of O
$560.75 O
for O
medical O
expenses O
supported O
by O
the O
evidence. O
Should O
Claimant O
be O
able O
to O
verify O
additional O
medical O
expenses O
alleged O
, O
he O
may O
petition O
the O
Court O
for O
further O
consideration O
. O
OPINION O
JANN B-A
, I-A
J I-A
. O
This O
cause O
comes O
before O
the O
Court O
on O
a O
rehearing O
of O
Claimant O
Ronald O
Mancini\u2019s O
application O
for O
compensation O
pursuant O
to O
the O
Crime O
Victims O
Compensation O
Act O
(hereinafter O
the O
\u201cAct\u201d). O
(740 O
ILCS O
45/1 O
et O
seq. O
(1992).) O
Claimants O
application O
sought O
compensation O
in O
the O
amount O
of O
the O
statutory O
maximum O
of O
$25 O
, O
000 O
for O
injuries O
occurring O
as O
a O
result O
of O
a O
September O
29 O
, O
1987 O
, O
incident. O
The O
Court O
issued O
an O
opinion O
on O
November O
19 O
, O
1993 O
, O
finding O
that O
Claimant O
was O
a O
victim O
pursuant O
to O
the O
Act O
and O
ordering O
that O
Claimant O
be O
awarded O
the O
sum O
of O
$560.75 O
for O
certain O
medical O
expenses O
. O
On O
December O
14 O
, O
1993 O
, O
Claimant O
filed O
a O
petition O
for O
rehearing. O
On O
March O
30 O
, O
1994 O
, O
the O
Court O
entered O
an O
order O
granting O
a O
rehearing O
to O
allow O
Claimant O
to O
supplement O
the O
record O
and O
give O
evidence O
regarding O
his O
continuing O
disability O
and O
inability O
to O
obtain O
substitute O
employment O
. O
At O
the O
rehearing O
, O
Claimant O
appeared O
and O
testified. O
Claimant O
identified O
and O
verified O
that O
his O
income O
for O
1989 O
*601was O
$3 O
, O
023. O
He O
described O
the O
six O
stagehand O
job O
assignments O
he O
had O
in O
1989. O
He O
performed O
more O
of O
a O
supervisory O
or O
management O
position O
than O
actual O
physical O
labor. O
He O
identified O
his O
1991 O
Federal O
tax O
return. O
He O
verified O
five O
stagehand O
job O
assignments O
and O
that O
his O
income O
was O
$3 O
, O
938. O
He O
identified O
his O
1992 O
Federal O
tax O
return. O
He O
identified O
his O
1993 O
Federal O
tax O
return O
, O
and O
verified O
his O
income O
as O
$10 O
, O
326 O
. O
Claimant O
stated O
that O
after O
his O
injuries O
he O
was O
unable O
to O
perform O
the O
requirements O
of O
his O
job O
as O
a O
fireman O
for O
the O
City O
of O
Chicago. O
He O
returned O
to O
the O
Chicago O
Fire O
Department O
and O
attempted O
to O
regain O
his O
position O
, O
but O
was O
unable O
to O
, O
based O
upon O
his O
physical O
evaluation. O
He O
received O
extensive O
physical O
therapy O
from O
Baxter O
Clinical O
Health O
Rehabilitation O
Center. O
He O
estimates O
that O
his O
strength O
is O
45 O
to O
50 O
percent O
of O
what O
it O
was O
before O
the O
incident O
. O
Claimant O
testified O
the O
injury O
has O
affected O
his O
ability O
to O
work O
as O
a O
stagehand O
because O
it O
requires O
a O
lot O
of O
strenuous O
work O
, O
including O
unloading O
and O
loading O
semis. O
His O
condition O
allows O
him O
to O
function O
as O
a O
manager O
for O
stagehand O
activities O
. O
Claimant O
explained O
that O
he O
earned O
more O
as O
a O
stagehand O
in O
1988 O
($2 O
, O
400-$2 O
, O
500) O
than O
in O
1987 O
($800) O
because O
he O
was O
working O
as O
a O
fireman O
in O
1987 O
, O
and O
was O
not O
working O
as O
a O
fireman O
in O
1988. O
In O
1990 O
he O
did O
not O
have O
a O
job. O
He O
applied O
for O
many O
different O
positions O
with O
maintenance O
and O
lawn O
care O
but O
was O
unable O
to O
get O
a O
job. O
He O
constandy O
has O
pain O
associated O
with O
his O
injuries O
in O
his O
left O
elbow O
to O
his O
forefingers O
and O
in O
his O
three O
right O
fingers. O
His O
previous O
employment O
had O
been O
in O
physically O
demanding O
jobs. O
He O
had O
not O
received O
any O
specialized O
training O
in O
any O
types O
of O
occupations O
, O
other O
than O
to O
be O
a O
fireman O
or O
stagehand O
. O
Claimant O
has O
applied O
at O
delivery O
services O
with O
cars O
, O
driving O
for O
trucking O
firms O
and O
delivery O
for O
maintenance O
*602and O
janitorial O
services. O
He O
has O
applied O
at O
restaurants O
for O
busboy O
positions O
, O
but O
it O
is O
difficult O
with O
only O
one O
functioning O
arm O
. O
Claimant O
identified O
12 O
additional O
exhibits O
offered O
into O
evidence O
at O
rehearing. O
On O
the O
exhibits O
, O
which O
relate O
to O
services O
performed O
on O
account O
of O
his O
injuries O
, O
Claimant O
stated: O
a. O
S-5 O
is O
a O
$494 O
bill O
that O
he O
personally O
owes O
to O
Illinois O
Masonic O
Medical O
Center; O
b. O
S-6 O
is O
a O
$39.51 O
bill O
he O
personally O
owes O
to O
Consultants O
in O
Neurology; O
c. O
S-7 O
is O
a O
$109 O
bill O
he O
personally O
owes O
to O
Northwestern O
Medical O
Faculty O
Foundation; O
d. O
S-8 O
is O
a O
$26 O
bill O
he O
personally O
owes O
to O
Drs. O
Branch O
, O
Statger O
, O
Forenz O
and O
Thornhill O
(although O
he O
testified O
he O
owed O
them O
$290); O
e. O
S-9 O
is O
a O
$15.82 O
bill O
he O
personally O
owes O
to O
OLR O
Cardiology O
Services O
Limited; O
f. O
S-10 O
is O
an O
$80 O
bill O
he O
personally O
owes O
to O
DeSilva O
Center; O
g. O
S-l O
is O
an O
$899 O
bill O
he O
personally O
owes O
to O
Dr. O
DeBacher; O
h. O
S-12 O
is O
a O
$108 O
bill O
he O
personally O
owes O
to O
Nuclear O
Medical O
Associates O
Limited; O
i. O
S-13 O
is O
a O
$370.35 O
bill O
he O
personally O
owes O
to O
Northwestern O
Hospital O
Radiology O
Group; O
j. O
S-14 O
is O
an O
$84.70 O
bill O
he O
personally O
owes O
to O
Northwestern O
Hospital; O
k. O
S-15 O
is O
a O
$326.65 O
bill O
he O
personally O
owes O
to O
Northwestern O
Hospital; O
l. O
S-16 O
is O
an O
$8.25 O
bill O
he O
personally O
owes O
to O
Resurrection O
Hospital; O
and O
m. O
S-17 O
is O
a O
$2 O
, O
448.90 O
bill O
he O
owes O
to O
Drs. O
Bell O
, O
Stromberg O
, O
Hanis O
, O
Nagel O
and O
Wideiy O
. O
*603Exhibit O
numbers O
S-15 O
through O
S-17 O
were O
admitted O
into O
the O
record. O
Claimant O
identified O
exhibit O
number O
S-18 O
as O
copies O
of O
bills O
for O
cash O
expenditures O
made O
for O
medication O
which O
were O
admitted O
into O
the O
record O
. O
Claimant O
testified O
in O
relation O
to O
Claimants O
group O
exhibit O
number O
7 O
(admitted O
in O
the O
initial O
hearing) O
, O
that O
Sharon O
Zoden O
was O
the O
signer O
of O
certain O
checks. O
She O
is O
his O
\u201cex.\u201d O
At O
the O
time O
the O
checks O
were O
written O
he O
was O
living O
with O
her. O
Sonenberg O
was O
her O
married O
name O
, O
and O
Zoden O
was O
her O
maiden O
name. O
In O
relation O
to O
the O
checks O
with O
\u201cSonnenberg\u201d O
in O
the O
memo O
portion O
, O
he O
stated O
that O
Ms. O
Sonnenberg O
did O
not O
receive O
any O
medical O
care O
from O
Surgical O
Associates O
in O
General O
Surgery O
(a O
check O
in O
the O
300 O
series) O
and O
that O
the O
check O
was O
in O
regard O
to O
his O
bill. O
His O
testimony O
in O
relation O
to O
check O
number O
194 O
, O
check O
number O
152 O
, O
and O
check O
number O
180 O
was O
consistent O
with O
his O
explanation O
of O
the O
one O
in O
the O
300 O
series O
. O
On O
cross-examination O
, O
Claimant O
acknowledged O
that O
1993 O
was O
the O
only O
year O
his O
adjusted O
gross O
income O
was O
under O
$12 O
, O
000. O
He O
is O
not O
currently O
working O
but O
is O
trying O
to O
get O
a O
landscaping O
job. O
He O
is O
still O
under O
the O
care O
of O
doctors. O
He O
did O
not O
file O
a O
civil O
suit O
as O
a O
result O
of O
the O
incident O
. O
Claimant O
was O
receiving O
annuity O
benefits O
from O
the O
firemans O
fund O
until O
1993. O
He O
has O
not O
received O
those O
benefits O
since O
1993. O
On O
line O
17-B O
of O
his O
1989 O
tax O
return O
, O
$13 O
, O
433 O
was O
reported O
from O
the O
firemans O
annuity. O
This O
is O
his O
pension. O
The O
approximate O
sums O
also O
appear O
on O
line O
17-B O
of O
his O
1991 O
and O
1992 O
Federal O
tax O
returns. O
He O
received O
nearly O
$40 O
, O
000 O
in O
pension O
payments. O
In O
the O
1993 O
Federal O
tax O
return O
the O
sum O
of O
$578 O
appears O
because O
he O
exhausted O
the O
benefits O
available O
to O
him O
under O
his O
pension. O
He O
will O
not O
receive O
any O
retirement O
payments. O
He O
had O
not O
filed O
a O
1994 O
Federal O
tax O
return O
at O
the O
time O
of O
rehearing O
. O
*604The O
first O
year O
after O
the O
incident O
, O
Claimant O
received O
full O
pay O
from O
the O
fire O
department. O
Then O
the O
retirement O
board O
met O
and O
determined O
he O
was O
disabled. O
He O
began O
receiving O
$1 O
, O
009.58 O
per O
month. O
The O
retirement O
board O
determined O
each O
year O
, O
through O
1992 O
, O
that O
Claimant O
was O
still O
unfit O
to O
perform O
the O
duties O
of O
a O
fireman O
. O
Claimant O
received O
$5 O
, O
000 O
of O
unemployment O
benefits O
in O
1989. O
None O
of O
his O
medical O
or O
hospital O
creditors O
represented O
by O
exhibit O
numbers O
S-5 O
through O
S-17 O
have O
filed O
a O
lawsuit O
to O
collect O
the O
sums O
owed O
. O
In O
relation O
to O
the O
payments O
made O
with O
checks O
wherein O
the O
word O
\u201cSonnenberg\u201d O
was O
on O
tire O
memo O
portion O
of O
the O
check O
, O
no O
bills O
were O
provided O
which O
would O
show O
that O
services O
were O
provided O
to O
Claimant. O
Claimant O
was O
instructed O
that O
the O
record O
would O
remain O
open O
for O
30 O
days O
after O
the O
rehearing O
and O
he O
could O
file O
any O
documents O
he O
desired O
. O
Claimant O
believed O
that O
he O
would O
have O
received O
continuing O
disability O
payments O
and O
a O
pension O
if O
he O
had O
ten O
years O
on O
the O
fire O
department. O
Instead O
, O
he O
only O
had O
eight O
years O
and O
the O
retirement O
board O
refunded O
his O
pension O
contributions O
over O
three O
and O
one-half O
years. O
Claimant O
was O
granted O
leave O
to O
supplement O
the O
record O
with O
information O
from O
the O
Fireman\u2019s O
Annuity O
and O
Benefit O
Fund. O
The O
Commissioner O
inquired O
whether O
there O
was O
any O
type O
of O
work O
that O
Claimant O
could O
do O
, O
i.e. O
, O
working O
at O
a O
convenience O
store. O
It O
was O
also O
suggested O
that O
Claimant O
provide O
specific O
information O
on O
his O
efforts O
at O
finding O
a O
job O
, O
i.e. O
, O
dates O
and O
names O
of O
companies O
. O
Claimant O
applied O
for O
disability O
with O
the O
Social O
Security O
Administration O
and O
for O
supplemental O
social O
security O
but O
was O
denied O
. O
On O
April O
12 O
, O
1995 O
, O
Claimant\u2019s O
counsel O
provided O
a O
March O
27 O
, O
1995 O
letter O
from O
the O
Retirement O
Board O
of O
the O
*605Firemans O
Annuity O
and O
Benefit O
Fund O
of O
Chicago O
, O
and O
an O
affidavit O
of O
Claimant O
, O
dated O
April O
24 O
, O
1995 O
, O
which O
stated O
his O
efforts O
to O
secure O
employment. O
The O
two O
documents O
were O
marked O
as O
exhibits O
and O
became O
part O
of O
the O
record. O
Claimant O
has O
not O
filed O
a O
brief O
. O
The O
March O
27 O
, O
1995 O
letter O
indicates O
that O
Claimant O
was O
employed O
by O
the O
Chicago O
Fire O
Department O
on O
February O
18 O
, O
1980 O
, O
and O
was O
so O
employed O
until O
September O
29 O
, O
1988 O
, O
at O
which O
time O
he O
went O
on O
ordinary O
disability O
in O
the O
amount O
of O
$1 O
, O
199.51 O
per O
month O
through O
January O
16 O
, O
1993 O
, O
when O
his O
benefit O
expired. O
It O
states O
further O
that O
this O
benefit O
was O
not O
a O
deduction O
from O
future O
benefits O
nor O
was O
it O
deferred O
compensation. O
He O
was O
reinstated O
to O
the O
Chicago O
Fire O
Department O
on O
April O
16 O
, O
1993 O
, O
through O
June O
1 O
, O
1993 O
, O
which O
was O
his O
date O
of O
discharge. O
For O
pension O
purposes O
, O
accumulated O
service O
credits O
amount O
to O
13 O
years O
and O
nine O
days. O
As O
of O
the O
date O
of O
the O
letter O
, O
Claimant O
had O
two O
options: O
collect O
a O
pension O
at O
age O
50 O
in O
the O
monthly O
amount O
of O
$475 O
or O
take O
a O
refund O
of O
his O
contributions O
in O
the O
amount O
of O
$39 O
, O
584.21 O
. O
The O
affidavit O
provided O
by O
Claimant O
listed O
23 O
different O
companies O
where O
he O
made O
efforts O
toward O
seeking O
employment. O
No O
dates O
of O
when O
the O
efforts O
were O
made O
are O
stated O
in O
the O
affidavit O
. O
FINDINGS O
The O
record O
is O
inconsistent O
in O
relation O
to O
whether O
Claimant O
received O
disability O
payments O
or O
a O
return O
of O
his O
pension O
funds O
from O
1989 O
through O
1993. O
He O
testified O
that O
it O
was O
the O
return O
of O
his O
pension. O
However O
, O
the O
documents O
provided O
indicate O
that O
Claimant O
was O
receiving O
disability O
payments. O
In O
addition O
, O
he O
apparently O
received O
unemployment O
compensation O
in O
the O
sum O
of O
$5 O
, O
000 O
in O
1989 O
, O
which O
was O
at O
the O
same O
time O
he O
was O
receiving O
disability O
payments. O
The O
State O
of O
Illinois O
may O
have O
a O
claim O
against O
him O
*606for O
a O
set-off O
in O
the O
amount O
of O
unemployment O
compensation O
received O
. O
The O
purpose O
of O
the O
rehearing O
was O
to O
allow O
the O
Claimant O
to O
supplement O
the O
record O
on O
his O
continuing O
disability O
and O
inability O
to O
obtain O
substitute O
employment. O
Claimant O
has O
supplemented O
the O
record O
, O
however O
, O
we O
find O
that O
Claimant O
is O
not O
entitled O
to O
an O
award O
for O
loss O
of O
earnings O
or O
loss O
of O
future O
earnings. O
Claimant O
received O
his O
salary O
or O
disability O
payments O
from O
the O
Firemans O
Fund O
in O
excess O
of O
the O
$1 O
, O
000 O
monthly O
maximum O
specified O
in O
